Malicious Package Name,Original Package Name,Ecosystem,Categories,Note/Comment,Detection Date,Campaign description,Maliciousness type,Source
ActiveAdmin_Globalize3-inputs,ActiveAdmin-Globalize3-inputs,RubyGems,"(3,)",,25/02/2020,Ruby Delimiter Reversing Labs,Crypto theft,Reversing Labs
activeadmin_mongoid-localize,activeadmin-mongoid-localize,RubyGems,"(3,)",,25/02/2020,Ruby Delimiter Reversing Labs,Crypto theft,Reversing Labs
activeadmin-globalize_inputs,activeadmin_globalize_inputs,RubyGems,"(3,)",,25/02/2020,Ruby Delimiter Reversing Labs,Crypto theft,Reversing Labs
activeadmin-jfu_upload,activeadmin_jfu_upload,RubyGems,"(3,)",,25/02/2020,Ruby Delimiter Reversing Labs,Crypto theft,Reversing Labs
activeadmin-searchable-select,activeadmin-searchable_select,RubyGems,"(3,)",,25/02/2020,Ruby Delimiter Reversing Labs,Crypto theft,Reversing Labs
activemerchant_clickandbuy,activemerchant-clickandbuy,RubyGems,"(3,)",,25/02/2020,Ruby Delimiter Reversing Labs,Crypto theft,Reversing Labs
activemerchant_payline,activemerchant-payline,RubyGems,"(3,)",,25/02/2020,Ruby Delimiter Reversing Labs,Crypto theft,Reversing Labs
activemerchant-banklink,activemerchant_banklink,RubyGems,"(3,)",,25/02/2020,Ruby Delimiter Reversing Labs,Crypto theft,Reversing Labs
activemodel_validators,activemodel-validators,RubyGems,"(3,)",,25/02/2020,Ruby Delimiter Reversing Labs,Crypto theft,Reversing Labs
activemodel-base64-validator,activemodel-base64_validator,RubyGems,"(3,)",,25/02/2020,Ruby Delimiter Reversing Labs,Crypto theft,Reversing Labs
activemodel-behavior-validator,activemodel-behavior_validator,RubyGems,"(3,)",,25/02/2020,Ruby Delimiter Reversing Labs,Crypto theft,Reversing Labs
activemodel-can-validator,activemodel-can_validator,RubyGems,"(3,)",,25/02/2020,Ruby Delimiter Reversing Labs,Crypto theft,Reversing Labs
activemodel-email-address_validator,activemodel-email_address_validator,RubyGems,"(3,)",,25/02/2020,Ruby Delimiter Reversing Labs,Crypto theft,Reversing Labs
activemodel-immutable-validator,activemodel-immutable_validator,RubyGems,"(3,)",,25/02/2020,Ruby Delimiter Reversing Labs,Crypto theft,Reversing Labs
activemodel-ipaddr-validator,activemodel-ipaddr_validator,RubyGems,"(3,)",,25/02/2020,Ruby Delimiter Reversing Labs,Crypto theft,Reversing Labs
activemodel-url-validator,activemodel-url_validator,RubyGems,"(3,)",,25/02/2020,Ruby Delimiter Reversing Labs,Crypto theft,Reversing Labs
activerecord_databasevalidations,activerecord-databasevalidations,RubyGems,"(3,)",,25/02/2020,Ruby Delimiter Reversing Labs,Crypto theft,Reversing Labs
activerecord_db-tools,activerecord-db-tools,RubyGems,"(3,)",,25/02/2020,Ruby Delimiter Reversing Labs,Crypto theft,Reversing Labs
activerecord_denormalize,activerecord-denormalize,RubyGems,"(3,)",,25/02/2020,Ruby Delimiter Reversing Labs,Crypto theft,Reversing Labs
activerecord_duplicate,activerecord-duplicate,RubyGems,"(3,)",,25/02/2020,Ruby Delimiter Reversing Labs,Crypto theft,Reversing Labs
activerecord_implicit-order,activerecord-implicit-order,RubyGems,"(3,)",,25/02/2020,Ruby Delimiter Reversing Labs,Crypto theft,Reversing Labs
activerecord_jdbcsplice-adapter,activerecord-jdbcsplice-adapter,RubyGems,"(3,)",,25/02/2020,Ruby Delimiter Reversing Labs,Crypto theft,Reversing Labs
activerecord_like,activerecord-like,RubyGems,"(3,)",,25/02/2020,Ruby Delimiter Reversing Labs,Crypto theft,Reversing Labs
activerecord_locking-symbolic,activerecord-locking-symbolic,RubyGems,"(3,)",,25/02/2020,Ruby Delimiter Reversing Labs,Crypto theft,Reversing Labs
activerecord_postgresql-expression,activerecord-postgresql-expression,RubyGems,"(3,)",,25/02/2020,Ruby Delimiter Reversing Labs,Crypto theft,Reversing Labs
activerecord_publishable,activerecord-publishable,RubyGems,"(3,)",,25/02/2020,Ruby Delimiter Reversing Labs,Crypto theft,Reversing Labs
activerecord-database-validations,activerecord-database_validations,RubyGems,"(3,)",,25/02/2020,Ruby Delimiter Reversing Labs,Crypto theft,Reversing Labs
activerecord-forbid-implicit_connection_checkout,activerecord-forbid_implicit_connection_checkout,RubyGems,"(3,)",,25/02/2020,Ruby Delimiter Reversing Labs,Crypto theft,Reversing Labs
activerecord-globalize,activerecord_globalize,RubyGems,"(3,)",,25/02/2020,Ruby Delimiter Reversing Labs,Crypto theft,Reversing Labs
activerecord-json_validator,activerecord_json_validator,RubyGems,"(3,)",,25/02/2020,Ruby Delimiter Reversing Labs,Crypto theft,Reversing Labs
activerecord-msgpack-serializer,activerecord-msgpack_serializer,RubyGems,"(3,)",,25/02/2020,Ruby Delimiter Reversing Labs,Crypto theft,Reversing Labs
activerecord-pluck-in_batches,activerecord-pluck_in_batches,RubyGems,"(3,)",,25/02/2020,Ruby Delimiter Reversing Labs,Crypto theft,Reversing Labs
activerecord-rescue-from_duplicate,activerecord-rescue_from_duplicate,RubyGems,"(3,)",,25/02/2020,Ruby Delimiter Reversing Labs,Crypto theft,Reversing Labs
activerecord-safe-initialize,activerecord-safe_initialize,RubyGems,"(3,)",,25/02/2020,Ruby Delimiter Reversing Labs,Crypto theft,Reversing Labs
activerecord-serialize-coders,activerecord-serialize_coders,RubyGems,"(3,)",,25/02/2020,Ruby Delimiter Reversing Labs,Crypto theft,Reversing Labs
activerecord-strict_validations,activerecord_strict_validations,RubyGems,"(3,)",,25/02/2020,Ruby Delimiter Reversing Labs,Crypto theft,Reversing Labs
activerecord-suppress-range_error,activerecord-suppress_range_error,RubyGems,"(3,)",,25/02/2020,Ruby Delimiter Reversing Labs,Crypto theft,Reversing Labs
acts-as_better_tree,acts_as_better_tree,RubyGems,"(3,)",,25/02/2020,Ruby Delimiter Reversing Labs,Crypto theft,Reversing Labs
acts-as_commentable_with_replies,acts_as_commentable_with_replies,RubyGems,"(3,)",,25/02/2020,Ruby Delimiter Reversing Labs,Crypto theft,Reversing Labs
acts-as_crafter,acts_as_crafter,RubyGems,"(3,)",,25/02/2020,Ruby Delimiter Reversing Labs,Crypto theft,Reversing Labs
acts-as_explorable,acts_as_explorable,RubyGems,"(3,)",,25/02/2020,Ruby Delimiter Reversing Labs,Crypto theft,Reversing Labs
acts-as_fuzzy_search,acts_as_fuzzy_search,RubyGems,"(3,)",,25/02/2020,Ruby Delimiter Reversing Labs,Crypto theft,Reversing Labs
acts-as_journalized,acts_as_journalized,RubyGems,"(3,)",,25/02/2020,Ruby Delimiter Reversing Labs,Crypto theft,Reversing Labs
acts-as_keywordable,acts_as_keywordable,RubyGems,"(3,)",,25/02/2020,Ruby Delimiter Reversing Labs,Crypto theft,Reversing Labs
acts-as_likeable,acts_as_likeable,RubyGems,"(3,)",,25/02/2020,Ruby Delimiter Reversing Labs,Crypto theft,Reversing Labs
acts-as_liked,acts_as_liked,RubyGems,"(3,)",,25/02/2020,Ruby Delimiter Reversing Labs,Crypto theft,Reversing Labs
acts-as_list_with_sti_support,acts_as_list_with_sti_support,RubyGems,"(3,)",,25/02/2020,Ruby Delimiter Reversing Labs,Crypto theft,Reversing Labs
acts-as_localized,acts_as_localized,RubyGems,"(3,)",,25/02/2020,Ruby Delimiter Reversing Labs,Crypto theft,Reversing Labs
acts-as_multilingual,acts_as_multilingual,RubyGems,"(3,)",,25/02/2020,Ruby Delimiter Reversing Labs,Crypto theft,Reversing Labs
acts-as_publicable,acts_as_publicable,RubyGems,"(3,)",,25/02/2020,Ruby Delimiter Reversing Labs,Crypto theft,Reversing Labs
acts-as_publishable,acts_as_publishable,RubyGems,"(3,)",,25/02/2020,Ruby Delimiter Reversing Labs,Crypto theft,Reversing Labs
acts-as_read_only_i18n_localised,acts_as_read_only_i18n_localised,RubyGems,"(3,)",,25/02/2020,Ruby Delimiter Reversing Labs,Crypto theft,Reversing Labs
acts-as_splittable,acts_as_splittable,RubyGems,"(3,)",,25/02/2020,Ruby Delimiter Reversing Labs,Crypto theft,Reversing Labs
acts-as_subscribable,acts_as_subscribable,RubyGems,"(3,)",,25/02/2020,Ruby Delimiter Reversing Labs,Crypto theft,Reversing Labs
ad-search,ad_search,RubyGems,"(3,)",,25/02/2020,Ruby Delimiter Reversing Labs,Crypto theft,Reversing Labs
adapter_elasticsearch,adapter-elasticsearch,RubyGems,"(3,)",,25/02/2020,Ruby Delimiter Reversing Labs,Crypto theft,Reversing Labs
adapter_sqlite3,adapter-sqlite3,RubyGems,"(3,)",,25/02/2020,Ruby Delimiter Reversing Labs,Crypto theft,Reversing Labs
adb_sdklib,adb-sdklib,RubyGems,"(3,)",,25/02/2020,Ruby Delimiter Reversing Labs,Crypto theft,Reversing Labs
addons_client,addons-client,RubyGems,"(3,)",,25/02/2020,Ruby Delimiter Reversing Labs,Crypto theft,Reversing Labs
address-validate,address_validate,RubyGems,"(3,)",,25/02/2020,Ruby Delimiter Reversing Labs,Crypto theft,Reversing Labs
address-validator,address_validator,RubyGems,"(3,)",,25/02/2020,Ruby Delimiter Reversing Labs,Crypto theft,Reversing Labs
addy-caddy_client,addy_caddy_client,RubyGems,"(3,)",,25/02/2020,Ruby Delimiter Reversing Labs,Crypto theft,Reversing Labs
adequate-serializer,adequate_serializer,RubyGems,"(3,)",,25/02/2020,Ruby Delimiter Reversing Labs,Crypto theft,Reversing Labs
administrate_field-mobility,administrate-field-mobility,RubyGems,"(3,)",,25/02/2020,Ruby Delimiter Reversing Labs,Crypto theft,Reversing Labs
administrate_field-paperclip,administrate-field-paperclip,RubyGems,"(3,)",,25/02/2020,Ruby Delimiter Reversing Labs,Crypto theft,Reversing Labs
administrate_field-password,administrate-field-password,RubyGems,"(3,)",,25/02/2020,Ruby Delimiter Reversing Labs,Crypto theft,Reversing Labs
administrate-field-belongs-to_search,administrate-field-belongs_to_search,RubyGems,"(3,)",,25/02/2020,Ruby Delimiter Reversing Labs,Crypto theft,Reversing Labs
admiral-stats_parser,admiral_stats_parser,RubyGems,"(3,)",,25/02/2020,Ruby Delimiter Reversing Labs,Crypto theft,Reversing Labs
admob-site_stats,admob_site_stats,RubyGems,"(3,)",,25/02/2020,Ruby Delimiter Reversing Labs,Crypto theft,Reversing Labs
adn_cli,adn-cli,RubyGems,"(3,)",,25/02/2020,Ruby Delimiter Reversing Labs,Crypto theft,Reversing Labs
adtech_api-client,adtech-api-client,RubyGems,"(3,)",,25/02/2020,Ruby Delimiter Reversing Labs,Crypto theft,Reversing Labs
advisors-command_client,advisors_command_client,RubyGems,"(3,)",,25/02/2020,Ruby Delimiter Reversing Labs,Crypto theft,Reversing Labs
adwords-scraper,adwords_scraper,RubyGems,"(3,)",,25/02/2020,Ruby Delimiter Reversing Labs,Crypto theft,Reversing Labs
adyen_ruby-api-library,adyen-ruby-api-library,RubyGems,"(3,)",,25/02/2020,Ruby Delimiter Reversing Labs,Crypto theft,Reversing Labs
ae-validates-timeliness,ae-validates_timeliness,RubyGems,"(3,)",,25/02/2020,Ruby Delimiter Reversing Labs,Crypto theft,Reversing Labs
aem_deploy,aem-deploy,RubyGems,"(3,)",,25/02/2020,Ruby Delimiter Reversing Labs,Crypto theft,Reversing Labs
after-the_deadline,after_the_deadline,RubyGems,"(3,)",,25/02/2020,Ruby Delimiter Reversing Labs,Crypto theft,Reversing Labs
agave_client,agave-client,RubyGems,"(3,)",,25/02/2020,Ruby Delimiter Reversing Labs,Crypto theft,Reversing Labs
age-validator,age_validator,RubyGems,"(3,)",,25/02/2020,Ruby Delimiter Reversing Labs,Crypto theft,Reversing Labs
agile_cli,agile-cli,RubyGems,"(3,)",,25/02/2020,Ruby Delimiter Reversing Labs,Crypto theft,Reversing Labs
agnostic_duplicate,agnostic-duplicate,RubyGems,"(3,)",,25/02/2020,Ruby Delimiter Reversing Labs,Crypto theft,Reversing Labs
airbrake_api,airbrake-api,RubyGems,"(3,)",,25/02/2020,Ruby Delimiter Reversing Labs,Crypto theft,Reversing Labs
airbrake_statsd,airbrake-statsd,RubyGems,"(3,)",,25/02/2020,Ruby Delimiter Reversing Labs,Crypto theft,Reversing Labs
airbrake-notifying_threads,airbrake_notifying_threads,RubyGems,"(3,)",,25/02/2020,Ruby Delimiter Reversing Labs,Crypto theft,Reversing Labs
airbrake-proxy,airbrake_proxy,RubyGems,"(3,)",,25/02/2020,Ruby Delimiter Reversing Labs,Crypto theft,Reversing Labs
airbrake-stats,airbrake_stats,RubyGems,"(3,)",,25/02/2020,Ruby Delimiter Reversing Labs,Crypto theft,Reversing Labs
airbrake-user_attributes,airbrake_user_attributes,RubyGems,"(3,)",,25/02/2020,Ruby Delimiter Reversing Labs,Crypto theft,Reversing Labs
airbrake-user_attributes_rails5,airbrake_user_attributes_rails5,RubyGems,"(3,)",,25/02/2020,Ruby Delimiter Reversing Labs,Crypto theft,Reversing Labs
airservice-build_tools,airservice_build_tools,RubyGems,"(3,)",,25/02/2020,Ruby Delimiter Reversing Labs,Crypto theft,Reversing Labs
ajax-submit_rails,ajax_submit_rails,RubyGems,"(3,)",,25/02/2020,Ruby Delimiter Reversing Labs,Crypto theft,Reversing Labs
aker-cas-cli,aker-cas_cli,RubyGems,"(3,)",,25/02/2020,Ruby Delimiter Reversing Labs,Crypto theft,Reversing Labs
alacrity-client,alacrity_client,RubyGems,"(3,)",,25/02/2020,Ruby Delimiter Reversing Labs,Crypto theft,Reversing Labs
alcatraz_client,alcatraz-client,RubyGems,"(3,)",,25/02/2020,Ruby Delimiter Reversing Labs,Crypto theft,Reversing Labs
alchemy-pg-search,alchemy-pg_search,RubyGems,"(3,)",,25/02/2020,Ruby Delimiter Reversing Labs,Crypto theft,Reversing Labs
alephant_logger-statsd,alephant-logger-statsd,RubyGems,"(3,)",,25/02/2020,Ruby Delimiter Reversing Labs,Crypto theft,Reversing Labs
alephant_publisher,alephant-publisher,RubyGems,"(3,)",,25/02/2020,Ruby Delimiter Reversing Labs,Crypto theft,Reversing Labs
alephant_publisher-queue,alephant-publisher-queue,RubyGems,"(3,)",,25/02/2020,Ruby Delimiter Reversing Labs,Crypto theft,Reversing Labs
alephant_publisher-request,alephant-publisher-request,RubyGems,"(3,)",,25/02/2020,Ruby Delimiter Reversing Labs,Crypto theft,Reversing Labs
alerty_plugin-datadog-event,alerty-plugin-datadog_event,RubyGems,"(3,)",,25/02/2020,Ruby Delimiter Reversing Labs,Crypto theft,Reversing Labs
alerty_plugin-ikachan,alerty-plugin-ikachan,RubyGems,"(3,)",,25/02/2020,Ruby Delimiter Reversing Labs,Crypto theft,Reversing Labs
alerty_plugin-mail,alerty-plugin-mail,RubyGems,"(3,)",,25/02/2020,Ruby Delimiter Reversing Labs,Crypto theft,Reversing Labs
alerty_plugin-slack,alerty-plugin-slack,RubyGems,"(3,)",,25/02/2020,Ruby Delimiter Reversing Labs,Crypto theft,Reversing Labs
alerty-plugin-amazon-sns,alerty-plugin-amazon_sns,RubyGems,"(3,)",,25/02/2020,Ruby Delimiter Reversing Labs,Crypto theft,Reversing Labs
alerty-plugin-datadog-event,alerty-plugin-datadog_event,RubyGems,"(3,)",,25/02/2020,Ruby Delimiter Reversing Labs,Crypto theft,Reversing Labs
alexa-plugin_generator,alexa_plugin_generator,RubyGems,"(3,)",,25/02/2020,Ruby Delimiter Reversing Labs,Crypto theft,Reversing Labs
algolia-places,algolia_places,RubyGems,"(3,)",,25/02/2020,Ruby Delimiter Reversing Labs,Crypto theft,Reversing Labs
ali-dayu,ali_dayu,RubyGems,"(3,)",,25/02/2020,Ruby Delimiter Reversing Labs,Crypto theft,Reversing Labs
ali-mns,ali_mns,RubyGems,"(3,)",,25/02/2020,Ruby Delimiter Reversing Labs,Crypto theft,Reversing Labs
alias-class,alias_class,RubyGems,"(3,)",,25/02/2020,Ruby Delimiter Reversing Labs,Crypto theft,Reversing Labs
alias-helper,alias_helper,RubyGems,"(3,)",,25/02/2020,Ruby Delimiter Reversing Labs,Crypto theft,Reversing Labs
alias-metrics,alias_metrics,RubyGems,"(3,)",,25/02/2020,Ruby Delimiter Reversing Labs,Crypto theft,Reversing Labs
alias-scope,alias_scope,RubyGems,"(3,)",,25/02/2020,Ruby Delimiter Reversing Labs,Crypto theft,Reversing Labs
alias-to_method,alias_to_method,RubyGems,"(3,)",,25/02/2020,Ruby Delimiter Reversing Labs,Crypto theft,Reversing Labs
alidayu-api,alidayu_api,RubyGems,"(3,)",,25/02/2020,Ruby Delimiter Reversing Labs,Crypto theft,Reversing Labs
alidns_ruby,alidns-ruby,RubyGems,"(3,)",,25/02/2020,Ruby Delimiter Reversing Labs,Crypto theft,Reversing Labs
aligned-table,aligned_table,RubyGems,"(3,)",,25/02/2020,Ruby Delimiter Reversing Labs,Crypto theft,Reversing Labs
alipay-dualfun,alipay_dualfun,RubyGems,"(3,)",,25/02/2020,Ruby Delimiter Reversing Labs,Crypto theft,Reversing Labs
alipay-escrow,alipay_escrow,RubyGems,"(3,)",,25/02/2020,Ruby Delimiter Reversing Labs,Crypto theft,Reversing Labs
alipay-global,alipay_global,RubyGems,"(3,)",,25/02/2020,Ruby Delimiter Reversing Labs,Crypto theft,Reversing Labs
aliseeks-api,aliseeks_api,RubyGems,"(3,)",,25/02/2020,Ruby Delimiter Reversing Labs,Crypto theft,Reversing Labs
alive-state,alive_state,RubyGems,"(3,)",,25/02/2020,Ruby Delimiter Reversing Labs,Crypto theft,Reversing Labs
aliyun_mq-sdk,aliyun-mq-sdk,RubyGems,"(3,)",,25/02/2020,Ruby Delimiter Reversing Labs,Crypto theft,Reversing Labs
aliyun_mqs,aliyun-mqs,RubyGems,"(3,)",,25/02/2020,Ruby Delimiter Reversing Labs,Crypto theft,Reversing Labs
aliyun_mts,aliyun-mts,RubyGems,"(3,)",,25/02/2020,Ruby Delimiter Reversing Labs,Crypto theft,Reversing Labs
aliyun_odps,aliyun-odps,RubyGems,"(3,)",,25/02/2020,Ruby Delimiter Reversing Labs,Crypto theft,Reversing Labs
aliyun_push,aliyun-push,RubyGems,"(3,)",,25/02/2020,Ruby Delimiter Reversing Labs,Crypto theft,Reversing Labs
aliyun_rds,aliyun-rds,RubyGems,"(3,)",,25/02/2020,Ruby Delimiter Reversing Labs,Crypto theft,Reversing Labs
aliyun_sdk-core,aliyun-sdk-core,RubyGems,"(3,)",,25/02/2020,Ruby Delimiter Reversing Labs,Crypto theft,Reversing Labs
aliyun_slb,aliyun-slb,RubyGems,"(3,)",,25/02/2020,Ruby Delimiter Reversing Labs,Crypto theft,Reversing Labs
aliyun-live,aliyun_live,RubyGems,"(3,)",,25/02/2020,Ruby Delimiter Reversing Labs,Crypto theft,Reversing Labs
aliyun-mns,aliyun_mns,RubyGems,"(3,)",,25/02/2020,Ruby Delimiter Reversing Labs,Crypto theft,Reversing Labs
aliyun-open_search,aliyun_open_search,RubyGems,"(3,)",,25/02/2020,Ruby Delimiter Reversing Labs,Crypto theft,Reversing Labs
aliyun-open-search,aliyun_open_search,RubyGems,"(3,)",,25/02/2020,Ruby Delimiter Reversing Labs,Crypto theft,Reversing Labs
aliyun-ruby_api,aliyun_ruby_api,RubyGems,"(3,)",,25/02/2020,Ruby Delimiter Reversing Labs,Crypto theft,Reversing Labs
aliyun-sls,aliyun_sls,RubyGems,"(3,)",,25/02/2020,Ruby Delimiter Reversing Labs,Crypto theft,Reversing Labs
aliyun-sls_sdk,aliyun_sls_sdk,RubyGems,"(3,)",,25/02/2020,Ruby Delimiter Reversing Labs,Crypto theft,Reversing Labs
allocation-stats,allocation_stats,RubyGems,"(3,)",,25/02/2020,Ruby Delimiter Reversing Labs,Crypto theft,Reversing Labs
allq-client,allq_client,RubyGems,"(3,)",,25/02/2020,Ruby Delimiter Reversing Labs,Crypto theft,Reversing Labs
allscripts-unity_client,allscripts_unity_client,RubyGems,"(3,)",,25/02/2020,Ruby Delimiter Reversing Labs,Crypto theft,Reversing Labs
alphabet_rocker,alphabet-rocker,RubyGems,"(3,)",,25/02/2020,Ruby Delimiter Reversing Labs,Crypto theft,Reversing Labs
alphabetic-paginate,alphabetic_paginate,RubyGems,"(3,)",,25/02/2020,Ruby Delimiter Reversing Labs,Crypto theft,Reversing Labs
alphabetical-paginate,alphabetical_paginate,RubyGems,"(3,)",,25/02/2020,Ruby Delimiter Reversing Labs,Crypto theft,Reversing Labs
alphabetical-paginate_uk,alphabetical_paginate_uk,RubyGems,"(3,)",,25/02/2020,Ruby Delimiter Reversing Labs,Crypto theft,Reversing Labs
also-validates,also_validates,RubyGems,"(3,)",,25/02/2020,Ruby Delimiter Reversing Labs,Crypto theft,Reversing Labs
ama-validators,ama_validators,RubyGems,"(3,)",,25/02/2020,Ruby Delimiter Reversing Labs,Crypto theft,Reversing Labs
amazon_kinesis-client-ruby,amazon-kinesis-client-ruby,RubyGems,"(3,)",,25/02/2020,Ruby Delimiter Reversing Labs,Crypto theft,Reversing Labs
amazon_search,amazon-search,RubyGems,"(3,)",,25/02/2020,Ruby Delimiter Reversing Labs,Crypto theft,Reversing Labs
amoeba-deploy_tools,amoeba_deploy_tools,RubyGems,"(3,)",,25/02/2020,Ruby Delimiter Reversing Labs,Crypto theft,Reversing Labs
amplifypay-ruby,amplifypay_ruby,RubyGems,"(3,)",,25/02/2020,Ruby Delimiter Reversing Labs,Crypto theft,Reversing Labs
amplitude_api,amplitude-api,RubyGems,"(3,)",,25/02/2020,Ruby Delimiter Reversing Labs,Crypto theft,Reversing Labs
android_command-line-tools,android-command-line-tools,RubyGems,"(3,)",,25/02/2020,Ruby Delimiter Reversing Labs,Crypto theft,Reversing Labs
android_publisher,android-publisher,RubyGems,"(3,)",,25/02/2020,Ruby Delimiter Reversing Labs,Crypto theft,Reversing Labs
android-lint_translate_checkstyle_format,android_lint_translate_checkstyle_format,RubyGems,"(3,)",,25/02/2020,Ruby Delimiter Reversing Labs,Crypto theft,Reversing Labs
android-string_resources_validator,android_string_resources_validator,RubyGems,"(3,)",,25/02/2020,Ruby Delimiter Reversing Labs,Crypto theft,Reversing Labs
angel-list,angel_list,RubyGems,"(3,)",,25/02/2020,Ruby Delimiter Reversing Labs,Crypto theft,Reversing Labs
angular_file-upload-rails,angular-file-upload-rails,RubyGems,"(3,)",,25/02/2020,Ruby Delimiter Reversing Labs,Crypto theft,Reversing Labs
angular_turbolinks,angular-turbolinks,RubyGems,"(3,)",,25/02/2020,Ruby Delimiter Reversing Labs,Crypto theft,Reversing Labs
angular-form_validation,angular_form_validation,RubyGems,"(3,)",,25/02/2020,Ruby Delimiter Reversing Labs,Crypto theft,Reversing Labs
ansible-tower_client,ansible_tower_client,RubyGems,"(3,)",,25/02/2020,Ruby Delimiter Reversing Labs,Crypto theft,Reversing Labs
answers_ruby-client,answers-ruby-client,RubyGems,"(3,)",,25/02/2020,Ruby Delimiter Reversing Labs,Crypto theft,Reversing Labs
any_validate,any-validate,RubyGems,"(3,)",,25/02/2020,Ruby Delimiter Reversing Labs,Crypto theft,Reversing Labs
anything_slider,anything_slider_rails,RubyGems,"(3,)",,25/02/2020,Ruby Delimiter Reversing Labs,Crypto theft,Reversing Labs
anything-slider_rails,anything_slider_rails,RubyGems,"(3,)",,25/02/2020,Ruby Delimiter Reversing Labs,Crypto theft,Reversing Labs
apache-felix_api_client,apache_felix_api_client,RubyGems,"(3,)",,25/02/2020,Ruby Delimiter Reversing Labs,Crypto theft,Reversing Labs
apache-felix_webconsole_client,apache_felix_webconsole_client,RubyGems,"(3,)",,25/02/2020,Ruby Delimiter Reversing Labs,Crypto theft,Reversing Labs
apache-sling_api_client,apache_sling_api_client,RubyGems,"(3,)",,25/02/2020,Ruby Delimiter Reversing Labs,Crypto theft,Reversing Labs
api-batch,batch_api,RubyGems,"(3,)",,25/02/2020,Ruby Delimiter Reversing Labs,Crypto theft,Reversing Labs
api-client_builder,api_client_builder,RubyGems,"(3,)",,25/02/2020,Ruby Delimiter Reversing Labs,Crypto theft,Reversing Labs
api-deploy,api_deploy,RubyGems,"(3,)",,25/02/2020,Ruby Delimiter Reversing Labs,Crypto theft,Reversing Labs
api-geo_client,api_geo_client,RubyGems,"(3,)",,25/02/2020,Ruby Delimiter Reversing Labs,Crypto theft,Reversing Labs
apibanca_client,apibanca-client,RubyGems,"(3,)",,25/02/2020,Ruby Delimiter Reversing Labs,Crypto theft,Reversing Labs
apidone_client,apidone-client,RubyGems,"(3,)",,25/02/2020,Ruby Delimiter Reversing Labs,Crypto theft,Reversing Labs
apigee-cli,apigee_cli,RubyGems,"(3,)",,25/02/2020,Ruby Delimiter Reversing Labs,Crypto theft,Reversing Labs
apiotics-aws_client,apiotics_aws_client,RubyGems,"(3,)",,25/02/2020,Ruby Delimiter Reversing Labs,Crypto theft,Reversing Labs
apiotics-aws_iot_client,apiotics-aws-iot-client,RubyGems,"(3,)",,25/02/2020,Ruby Delimiter Reversing Labs,Crypto theft,Reversing Labs
apitool_client,apitool-client,RubyGems,"(3,)",,25/02/2020,Ruby Delimiter Reversing Labs,Crypto theft,Reversing Labs
apn-client,apn_client,RubyGems,"(3,)",,25/02/2020,Ruby Delimiter Reversing Labs,Crypto theft,Reversing Labs
apns-polite,apns_polite,RubyGems,"(3,)",,25/02/2020,Ruby Delimiter Reversing Labs,Crypto theft,Reversing Labs
apocalypse_client,apocalypse-client,RubyGems,"(3,)",,25/02/2020,Ruby Delimiter Reversing Labs,Crypto theft,Reversing Labs
apod_cli,apod-cli,RubyGems,"(3,)",,25/02/2020,Ruby Delimiter Reversing Labs,Crypto theft,Reversing Labs
app_cli,app-cli,RubyGems,"(3,)",,25/02/2020,Ruby Delimiter Reversing Labs,Crypto theft,Reversing Labs
app_deployer,app-deployer,RubyGems,"(3,)",,25/02/2020,Ruby Delimiter Reversing Labs,Crypto theft,Reversing Labs
appfigures-client,appfigures_client,RubyGems,"(3,)",,25/02/2020,Ruby Delimiter Reversing Labs,Crypto theft,Reversing Labs
appium-doc_lint,appium_doc_lint,RubyGems,"(3,)",,25/02/2020,Ruby Delimiter Reversing Labs,Crypto theft,Reversing Labs
appium-lib,appium_lib,RubyGems,"(3,)",,25/02/2020,Ruby Delimiter Reversing Labs,Crypto theft,Reversing Labs
apple-class_client,apple_class_client,RubyGems,"(3,)",,25/02/2020,Ruby Delimiter Reversing Labs,Crypto theft,Reversing Labs
apple-dep_client,apple_dep_client,RubyGems,"(3,)",,25/02/2020,Ruby Delimiter Reversing Labs,Crypto theft,Reversing Labs
apple-store_search,apple_store_search,RubyGems,"(3,)",,25/02/2020,Ruby Delimiter Reversing Labs,Crypto theft,Reversing Labs
applicant-tracking_api,applicant_tracking_api,RubyGems,"(3,)",,25/02/2020,Ruby Delimiter Reversing Labs,Crypto theft,Reversing Labs
applicaster_logger,applicaster-logger,RubyGems,"(3,)",,25/02/2020,Ruby Delimiter Reversing Labs,Crypto theft,Reversing Labs
application-config,application_config,RubyGems,"(3,)",,25/02/2020,Ruby Delimiter Reversing Labs,Crypto theft,Reversing Labs
application-digester,application_digester,RubyGems,"(3,)",,25/02/2020,Ruby Delimiter Reversing Labs,Crypto theft,Reversing Labs
application-insights,application_insights,RubyGems,"(3,)",,25/02/2020,Ruby Delimiter Reversing Labs,Crypto theft,Reversing Labs
application-module,application_module,RubyGems,"(3,)",,25/02/2020,Ruby Delimiter Reversing Labs,Crypto theft,Reversing Labs
application-seeds,application_seeds,RubyGems,"(3,)",,25/02/2020,Ruby Delimiter Reversing Labs,Crypto theft,Reversing Labs
applicious-utils,applicious_utils,RubyGems,"(3,)",,25/02/2020,Ruby Delimiter Reversing Labs,Crypto theft,Reversing Labs
applidget_oauth2,applidget-oauth2,RubyGems,"(3,)",,25/02/2020,Ruby Delimiter Reversing Labs,Crypto theft,Reversing Labs
