Malicious Package Name,Original Package Name,Ecosystem,Categories,Note/Comment,Source
alidayu-api,alidayu_api,RubyGems,"(3,)",,Reversing Labs
alidns_ruby,alidns-ruby,RubyGems,"(3,)",,Reversing Labs
aligned-table,aligned_table,RubyGems,"(3,)",,Reversing Labs
alipay-dualfun,alipay_dualfun,RubyGems,"(3,)",,Reversing Labs
alipay-escrow,alipay_escrow,RubyGems,"(3,)",,Reversing Labs
alipay-global,alipay_global,RubyGems,"(3,)",,Reversing Labs
aliseeks-api,aliseeks_api,RubyGems,"(3,)",,Reversing Labs
alive-state,alive_state,RubyGems,"(3,)",,Reversing Labs
aliyun_mq-sdk,aliyun-mq-sdk,RubyGems,"(3,)",,Reversing Labs
aliyun_mqs,aliyun-mqs,RubyGems,"(3,)",,Reversing Labs
aliyun_mts,aliyun-mts,RubyGems,"(3,)",,Reversing Labs
aliyun_odps,aliyun-odps,RubyGems,"(3,)",,Reversing Labs
aliyun_push,aliyun-push,RubyGems,"(3,)",,Reversing Labs
aliyun_rds,aliyun-rds,RubyGems,"(3,)",,Reversing Labs
aliyun_sdk-core,aliyun-sdk-core,RubyGems,"(3,)",,Reversing Labs
aliyun_slb,aliyun-slb,RubyGems,"(3,)",,Reversing Labs
aliyun-live,aliyun_live,RubyGems,"(3,)",,Reversing Labs
aliyun-mns,aliyun_mns,RubyGems,"(3,)",,Reversing Labs
aliyun-open_search,aliyun_open_search,RubyGems,"(3,)",,Reversing Labs
aliyun-open-search,aliyun_open_search,RubyGems,"(3,)",,Reversing Labs
aliyun-ruby_api,aliyun_ruby_api,RubyGems,"(3,)",,Reversing Labs
aliyun-sls,aliyun_sls,RubyGems,"(3,)",,Reversing Labs
aliyun-sls_sdk,aliyun_sls_sdk,RubyGems,"(3,)",,Reversing Labs
allocation-stats,allocation_stats,RubyGems,"(3,)",,Reversing Labs
allq-client,allq_client,RubyGems,"(3,)",,Reversing Labs
allscripts-unity_client,allscripts_unity_client,RubyGems,"(3,)",,Reversing Labs
alphabet_rocker,alphabet-rocker,RubyGems,"(3,)",,Reversing Labs
alphabetic-paginate,alphabetic_paginate,RubyGems,"(3,)",,Reversing Labs
alphabetical-paginate,alphabetical_paginate,RubyGems,"(3,)",,Reversing Labs
alphabetical-paginate_uk,alphabetical_paginate_uk,RubyGems,"(3,)",,Reversing Labs
also-validates,also_validates,RubyGems,"(3,)",,Reversing Labs
ama-validators,ama_validators,RubyGems,"(3,)",,Reversing Labs
amazon_kinesis-client-ruby,amazon-kinesis-client-ruby,RubyGems,"(3,)",,Reversing Labs
amazon_search,amazon-search,RubyGems,"(3,)",,Reversing Labs
amoeba-deploy_tools,amoeba_deploy_tools,RubyGems,"(3,)",,Reversing Labs
amplifypay-ruby,amplifypay_ruby,RubyGems,"(3,)",,Reversing Labs
amplitude_api,amplitude-api,RubyGems,"(3,)",,Reversing Labs
android_command-line-tools,android-command-line-tools,RubyGems,"(3,)",,Reversing Labs
android_publisher,android-publisher,RubyGems,"(3,)",,Reversing Labs
android-lint_translate_checkstyle_format,android_lint_translate_checkstyle_format,RubyGems,"(3,)",,Reversing Labs
android-string_resources_validator,android_string_resources_validator,RubyGems,"(3,)",,Reversing Labs
angel-list,angel_list,RubyGems,"(3,)",,Reversing Labs
angular_file-upload-rails,angular-file-upload-rails,RubyGems,"(3,)",,Reversing Labs
angular_turbolinks,angular-turbolinks,RubyGems,"(3,)",,Reversing Labs
angular-form_validation,angular_form_validation,RubyGems,"(3,)",,Reversing Labs
ansible-tower_client,ansible_tower_client,RubyGems,"(3,)",,Reversing Labs
answers_ruby-client,answers-ruby-client,RubyGems,"(3,)",,Reversing Labs
any_validate,any-validate,RubyGems,"(3,)",,Reversing Labs
anything_slider,anything_slider_rails,RubyGems,"(3,)",,Reversing Labs
anything-slider_rails,anything_slider_rails,RubyGems,"(3,)",,Reversing Labs
apache-felix_api_client,apache_felix_api_client,RubyGems,"(3,)",,Reversing Labs
apache-felix_webconsole_client,apache_felix_webconsole_client,RubyGems,"(3,)",,Reversing Labs
apache-sling_api_client,apache_sling_api_client,RubyGems,"(3,)",,Reversing Labs
api-batch,batch_api,RubyGems,"(3,)",,Reversing Labs
api-client_builder,api_client_builder,RubyGems,"(3,)",,Reversing Labs
api-deploy,api_deploy,RubyGems,"(3,)",,Reversing Labs
api-geo_client,api_geo_client,RubyGems,"(3,)",,Reversing Labs
apibanca_client,apibanca-client,RubyGems,"(3,)",,Reversing Labs
apidone_client,apidone-client,RubyGems,"(3,)",,Reversing Labs
apigee-cli,apigee_cli,RubyGems,"(3,)",,Reversing Labs
apiotics-aws_client,apiotics_aws_client,RubyGems,"(3,)",,Reversing Labs
apiotics-aws_iot_client,apiotics-aws-iot-client,RubyGems,"(3,)",,Reversing Labs
apitool_client,apitool-client,RubyGems,"(3,)",,Reversing Labs
apn-client,apn_client,RubyGems,"(3,)",,Reversing Labs
apns-polite,apns_polite,RubyGems,"(3,)",,Reversing Labs
apocalypse_client,apocalypse-client,RubyGems,"(3,)",,Reversing Labs
apod_cli,apod-cli,RubyGems,"(3,)",,Reversing Labs
app_cli,app-cli,RubyGems,"(3,)",,Reversing Labs
app_deployer,app-deployer,RubyGems,"(3,)",,Reversing Labs
appfigures-client,appfigures_client,RubyGems,"(3,)",,Reversing Labs
appium-doc_lint,appium_doc_lint,RubyGems,"(3,)",,Reversing Labs
appium-lib,appium_lib,RubyGems,"(3,)",,Reversing Labs
apple-class_client,apple_class_client,RubyGems,"(3,)",,Reversing Labs
apple-dep_client,apple_dep_client,RubyGems,"(3,)",,Reversing Labs
apple-store_search,apple_store_search,RubyGems,"(3,)",,Reversing Labs
applicant-tracking_api,applicant_tracking_api,RubyGems,"(3,)",,Reversing Labs
